Country,Player,Year,Own_goal
Bulgaria,Svetoslav Todorov,2000,FALSE
Paraguay,Roque Santa Cruz,2000,FALSE
Paraguay,Jose¸ Luis Chilavert,2000,FALSE
Netherlands,Clarence Seedorf,2000,FALSE
Netherlands,Clarence Seedorf,2000,FALSE
Netherlands,Marc Overmars,2000,FALSE
Netherlands,Patrick Kluivert,2000,FALSE
Czech Republic,Jan Koller,2000,FALSE
Czech Republic,Jan Koller,2000,FALSE
Czech Republic,Pavel NedvŽ?d,2000,FALSE
Czech Republic,Pavel NedvŽ?d,2000,FALSE
Germany,Dietmar Hamann,2000,FALSE
Greece,Nikos Liberopoulos,2000,FALSE
Italy,Filippo Inzaghi,2000,FALSE
Italy,Marco Delvecchio,2000,FALSE
Italy,Francesco Totti,2000,FALSE
Belgium,Marc Wilmots,2000,FALSE
Belgium,Bob Peeters,2000,FALSE
Belgium,Jurgen Cavens,2000,FALSE
Belgium,Gert Verheyen,2000,FALSE
Austria,Thomas FlÇôgel,2000,FALSE
Georgia,Temur Ketsbaia,2000,FALSE
Georgia,Temur Ketsbaia,2000,FALSE
Georgia,Georgi Kinkladze,2000,FALSE
Georgia,Archil Arveladze,2000,FALSE
Slovenia,Zlatko ZahoviŽ,2000,FALSE
Slovenia,«eljko MilinoviŽ,2000,FALSE
Luxembourg,Jeff Strasser,2000,FALSE
Slovakia,SzilÇ­rd NÇ¸meth,2000,FALSE
Northern Ireland,David Healy,2000,FALSE
Denmark,Dennis Rommedahl,2000,FALSE
Poland,Rados?aw Ka?u¬ny,2000,FALSE
Belarus,Mikalay Ryndzyuk,2000,FALSE
Poland,Rados?aw Ka?u¬ny,2000,FALSE
Poland,Rados?aw Ka?u¬ny,2000,FALSE
Portugal,SÇ¸rgio ConceiÇõÇœo,2000,FALSE
Republic of Ireland,Matt Holland,2000,FALSE
Scotland,Matt Elliott,2000,FALSE
Scotland,Don Hutchison,2000,FALSE
Spain,Gerard LÇüpez,2000,FALSE
Spain,Fernando Hierro,2000,FALSE
Sweden,Henrik Larsson,2000,FALSE
Turkey,Tayfur HavutÇõu,2000,FALSE
Faroe Islands,John Petersen,2000,FALSE
Switzerland,Marco Zwyssig,2000,FALSE
Switzerland,Sebastien Fournier,2000,FALSE
Switzerland,Kubilay Türkyılmaz,2000,FALSE
Switzerland,Kubilay Türkyılmaz,2000,FALSE
Switzerland,Kubilay Türkyılmaz,2000,FALSE
Wales,Nathan Blake,2000,FALSE
Norway,Thorstein Helstad,2000,FALSE
Argentina,Marcelo Gallardo,2000,FALSE
Argentina,Gabriel Batistuta,2000,FALSE
Uruguay,Roberto Ayala,2000,TRUE
Guatemala,Freddy GarcÇða,2000,FALSE
Guatemala,Carlos Ruiz,2000,FALSE
Barbados,Llewellyn Riley,2000,FALSE
Guatemala,Mario Acevedo,2000,FALSE
Bolivia,Roger SuÇ­rez,2000,FALSE
Ecuador,AgustÇðn Delgado,2000,FALSE
Honduras,Danilo Turcios,2000,FALSE
Mexico,Cuauhtemoc Blanco,2000,FALSE
Mexico,Jared Borgetti,2000,FALSE
Mexico,Cuauhtemoc Blanco,2000,FALSE
Mexico,Jared Borgetti,2000,FALSE
Mexico,Duilio Davino,2000,FALSE
Mexico,Jared Borgetti,2000,FALSE
Mexico,VÇðctor Ruiz,2000,FALSE
El Salvador,Daniel Velasquez,2000,FALSE
Saint Vincent and the Grenadines,Marlon James,2000,FALSE
El Salvador,Jaime Vladimir CubÇðas,2000,FALSE
Brazil,Euller,2000,FALSE
Brazil,Juninho Paulista,2000,FALSE
Brazil,Romario,2000,FALSE
Brazil,Romario,2000,FALSE
Brazil,Romario,2000,FALSE
Brazil,Romario,2000,FALSE
Canada,Jim Brennan,2000,FALSE
Albania,Alban Bushi,2000,FALSE
Albania,Ervin Fakaj,2000,FALSE
Austria,Michael Baur,2000,FALSE
Spain,RubÇ¸n Baraja,2000,FALSE
Turkey,Hakan Sukur,2000,FALSE
Belarus,Alexander Khatskevich,2000,FALSE
Belarus,Mikalay Ryndzyuk,2000,FALSE
Armenia,Felix Khojoyan,2000,FALSE
Croatia,Alen Bok­iŽ?,2000,FALSE
Scotland,Kevin Gallacher,2000,FALSE
Denmark,Ebbe Sand,2000,FALSE
Bulgaria,Dimitar Berbatov,2000,FALSE
Iceland,Ç?ÇürÇøur GuÇøjÇünsson,2000,FALSE
Israel,Eyal Berkovic,2000,FALSE
Bosnia and Herzegovina,Bruno AkrapoviŽ?,2000,FALSE
Israel,Yossi Abukasis,2000,FALSE
Israel,Yaniv Katan,2000,FALSE
Italy,Alessandro Del Piero,2000,FALSE
Italy,Alessandro Del Piero,2000,FALSE
Hungary,BÇ¸la IllÇ¸s,2000,FALSE
Hungary,MiklÇüs FehÇ¸r,2000,FALSE
Hungary,MiklÇüs FehÇ¸r,2000,FALSE
Hungary,Ferenc HorvÇ­th,2000,FALSE
Lithuania,Orestas Buitkus,2000,FALSE
Hungary,MiklÇüs FehÇ¸r,2000,FALSE
Hungary,KrisztiÇ­n Lisztes,2000,FALSE
Portugal,SÇ¸rgio ConceiÇõÇœo,2000,FALSE
Portugal,Pauleta,2000,FALSE
Ukraine,Andriy Shevchenko,2000,FALSE
Republic of Ireland,Mark Kinsella,2000,FALSE
Republic of Ireland,Richard Dunne,2000,FALSE
Russia,Maksim Buznikin,2000,FALSE
Russia,Dmitri Khokhlov,2000,FALSE
Russia,Yegor Titov,2000,FALSE
Switzerland,Kubilay Türkyılmaz,2000,FALSE
Slovenia,Ermin ÿiljak,2000,FALSE
Switzerland,Kubilay Türkyılmaz,2000,FALSE
Slovenia,Milenko AŽimoviŽ,2000,FALSE
Iraq,Qahtan Chathir,2000,FALSE
Iraq,Haidar Mahmoud,2000,FALSE
Iran,Karim Bagheri,2000,FALSE
Iran,Hamid Estili,2000,FALSE
Iran,Hamid Estili,2000,FALSE
Iran,Ali Daei,2000,FALSE
South Korea,Lee Young-pyo,2000,FALSE
China PR,Su Maozhen,2000,FALSE
South Korea,Noh Jung-yoon,2000,FALSE
China PR,Fan Zhiyi,2000,FALSE
Qatar,Mohammed Gholam,2000,FALSE
Uzbekistan,Mirjalol Qosimov,2000,FALSE
Japan,Atsushi Yanagisawa,2000,FALSE
Japan,Naohiro Takahara,2000,FALSE
Japan,Hiroshi Nanami,2000,FALSE
Saudi Arabia,Ryuzo Morioka,2000,TRUE
Japan,Shinji Ono,2000,FALSE
Thailand,Seksan Piturat,2000,FALSE
Iran,Ali Daei,2000,FALSE
Iraq,Sabah Jeayer,2000,FALSE
Iraq,Sabah Jeayer,2000,FALSE
Lebanon,Abbas Chahrour,2000,FALSE
Lebanon,Moussa Hojeij,2000,FALSE
China PR,Li Ming,2000,FALSE
China PR,Shen Si,2000,FALSE
China PR,Yang Chen,2000,FALSE
China PR,Qi Hong,2000,FALSE
Kuwait,Jasem Al-Huwaidi,2000,FALSE
Japan,Hiroaki Morishima,2000,FALSE
Japan,Akinori Nishizawa,2000,FALSE
Japan,Naohiro Takahara,2000,FALSE
Japan,Naohiro Takahara,2000,FALSE
Japan,Akinori Nishizawa,2000,FALSE
Uzbekistan,Sergey Lushan,2000,FALSE
Japan,Akinori Nishizawa,2000,FALSE
Japan,Naohiro Takahara,2000,FALSE
Japan,Hideaki Kitajima,2000,FALSE
Iran,Ali Daei,2000,FALSE
Thailand,Seksan Piturat,2000,FALSE
Lebanon,LuÇðs Fernandes,2000,FALSE
South Korea,Lee Dong-gook,2000,FALSE
South Korea,Lee Dong-gook,2000,FALSE
South Korea,Lee Dong-gook,2000,FALSE
Qatar,Abdulnasser Al-Obaidly,2000,FALSE
Japan,Akinori Nishizawa,2000,FALSE
Saudi Arabia,Marzouk Al-Otaibi,2000,FALSE
Saudi Arabia,Mohammad Al-Shalhoub,2000,FALSE
Saudi Arabia,Mohammad Al-Shalhoub,2000,FALSE
Saudi Arabia,Mohammad Al-Shalhoub,2000,FALSE
Saudi Arabia,Nawaf Al-Temyat,2000,FALSE
China PR,Li Ming,2000,FALSE
China PR,Qi Hong,2000,FALSE
China PR,Yang Chen,2000,FALSE
Qatar,Mohammed Salem Al-Enazi,2000,FALSE
Iran,Karim Bagheri,2000,FALSE
South Korea,Kim Sang-sik,2000,FALSE
South Korea,Lee Dong-gook,2000,FALSE
Iraq,Abbas Obeid,2000,FALSE
Japan,Hiroshi Nanami,2000,FALSE
Japan,Naohiro Takahara,2000,FALSE
Japan,Hiroshi Nanami,2000,FALSE
Japan,Tomokazu Myojin,2000,FALSE
Saudi Arabia,Nawaf Al-Temyat,2000,FALSE
Kuwait,Bashar Abdullah,2000,FALSE
Kuwait,Jasem Al-Huwaidi,2000,FALSE
Saudi Arabia,Talal Al-Meshal,2000,FALSE
Saudi Arabia,Nawaf Al-Temyat,2000,FALSE
Japan,Fan Zhiyi,2000,TRUE
China PR,Qi Hong,2000,FALSE
China PR,Yang Chen,2000,FALSE
Japan,Akinori Nishizawa,2000,FALSE
Japan,Tomokazu Myojin,2000,FALSE
Saudi Arabia,Talal Al-Meshal,2000,FALSE
Saudi Arabia,Talal Al-Meshal,2000,FALSE
South Korea,Lee Dong-gook,2000,FALSE
South Korea,Lee Dong-gook,2000,FALSE
Japan,Shigeyoshi Mochizuki,2000,FALSE
Honduras,Francisco RamÇðrez,2000,FALSE
Honduras,Francisco RamÇðrez,2000,FALSE
Honduras,Wilmer VelÇ­squez,2000,FALSE
Honduras,Christian SantamarÇða,2000,FALSE
Honduras,Luis SantamarÇða,2000,FALSE
Honduras,Samuel Caballero,2000,FALSE
Honduras,Rene­n Bengoche,2000,FALSE
United States,Clint Mathis,2000,FALSE
United States,Earnie Stewart,2000,FALSE
United States,Cobi Jones,2000,FALSE
United States,Ante Razov,2000,FALSE
Brazil,Roque JÇ§nior,2000,FALSE
Argentina,Ariel Ortega,2000,FALSE
Argentina,Claudio HusaÇðn,2000,FALSE
Cyprus,Ioannis Okkas,2000,FALSE
Cyprus,Ioannis Okkas,2000,FALSE
Cyprus,Marios Agathokleous,2000,FALSE
Cyprus,Marios Christodoulou,2000,FALSE
Cyprus,Milenko ÿpoljariŽ?,2000,FALSE
El Salvador,Juan Carlos Padilla,2000,FALSE
El Salvador,Jorge RodrÇðguez,2000,FALSE
Guatemala,Carlos Ruiz,2000,FALSE
Costa Rica,Rolando Fonseca,2000,FALSE
Guatemala,Carlos Ruiz,2000,FALSE
Paraguay,Roque Santa Cruz,2000,FALSE
Paraguay,Jose¸ del Solar,2000,TRUE
Paraguay,Jose¸ Cardozo,2000,FALSE
Paraguay,Carlos Humberto Paredes,2000,FALSE
Peru,Pedro Alejandro GarcÇða,2000,FALSE
Paraguay,Jose¸ Luis Chilavert,2000,FALSE
Latvia,Aleksandrs JeŽ¬isejevs,2000,FALSE
Trinidad and Tobago,Nigel Pierre,2000,FALSE
Ecuador,IvÇ­n Kaviedes,2000,FALSE
Ecuador,Wellington Sanchez,2000,FALSE
Venezuela,Juan Enrique GarcÇða,2000,FALSE
Iran,Farhad Majidi,2000,FALSE
Iran,Karim Bagheri,2000,FALSE
Iran,Ali Karimi,2000,FALSE
Iran,Karim Bagheri,2000,FALSE
Iran,Alireza Vahedi Nikbakht,2000,FALSE
Iran,Karim Bagheri,2000,FALSE
Iran,Ali Daei,2000,FALSE
Iran,Sohrab Bakhtiarizadeh,2000,FALSE
Iran,Karim Bagheri,2000,FALSE
Iran,Ali Daei,2000,FALSE
Iran,Ali Karimi,2000,FALSE
Iran,Ali Karimi,2000,FALSE
Iran,Karim Bagheri,2000,FALSE
Iran,Sohrab Bakhtiarizadeh,2000,FALSE
Iran,Ali Daei,2000,FALSE
Iran,Farhad Majidi,2000,FALSE
Iran,Karim Bagheri,2000,FALSE
Iran,Farhad Majidi,2000,FALSE
Iran,Ali Karimi,2000,FALSE
Tajikistan,Alier Ashurmamadov,2000,FALSE
Tajikistan,Tokhirjon Muminov,2000,FALSE
Tajikistan,Alier Ashurmamadov,2000,FALSE
Tajikistan,Denis Knitel,2000,FALSE
Tajikistan,Rustam Khojaev,2000,FALSE
Tajikistan,Sukhrob Hamidov,2000,FALSE
Tajikistan,Rustam Khojaev,2000,FALSE
Tajikistan,Sukhrob Hamidov,2000,FALSE
Tajikistan,Rahmatullo Fuzailov,2000,FALSE
Tajikistan,Zaker Berdykulov,2000,FALSE
Tajikistan,Zaker Berdykulov,2000,FALSE
Tajikistan,Rustam Khojaev,2000,FALSE
Tajikistan,Sukhrob Hamidov,2000,FALSE
Tajikistan,Shukhrat Jabbarov,2000,FALSE
Tajikistan,Rustam Usmonov,2000,FALSE
Tajikistan,Sukhrob Hamidov,2000,FALSE
Iran,Ali Daei,2000,FALSE
Iran,Mehdi Hasheminasab,2000,FALSE
Guatemala,Carlos Ruiz,2001,FALSE
Costa Rica,Paulo Wanchope,2001,FALSE
Costa Rica,Rolando Fonseca,2001,FALSE
Costa Rica,Reynaldo Parks,2001,FALSE
Costa Rica,Rolando Fonseca,2001,FALSE
Costa Rica,Jafet Soto,2001,FALSE
Guatemala,Carlos Ruiz,2001,FALSE
Algeria,Djamel Belmadi,2001,FALSE
Nigeria,Victor Agali,2001,FALSE
Nigeria,Victor Agali,2001,FALSE
Nigeria,Nwankwo Kanu,2001,FALSE
South Africa,Shaun Bartlett,2001,FALSE
Libya,Jehad Muntasser,2001,FALSE
Angola,Bodunha,2001,FALSE
Angola,Bodunha,2001,FALSE
Angola,AkwÇ­,2001,FALSE
Tunisia,Ali Zitouni,2001,FALSE
Congo,Christ Bongo,2001,FALSE
Tunisia,Ziad Jaziri,2001,FALSE
Liberia,Frank Seator,2001,FALSE
Ghana,Emmanuel Duah,2001,FALSE
Liberia,Oliver Makor,2001,FALSE
Liberia,Musa Shannon,2001,FALSE
Ivory Coast,Ibrahima Bakayoko,2001,FALSE
Ivory Coast,Ibrahima Bakayoko,2001,FALSE
Madagascar,Ruphin Menakely,2001,FALSE
Ivory Coast,ZÇ¸phirin Zoko,2001,FALSE
Cameroon,Samuel Eto'o,2001,FALSE
Cameroon,Patrick M'Boma,2001,FALSE
Kuwait,Jasem Al-Huwaidi,2001,FALSE
Kuwait,Naser Al-Sauhi,2001,FALSE
Bahrain,Yusuf A'Amer Al Sadi,2001,FALSE
Kyrgyzstan,Ilia Kovalenko,2001,FALSE
Bahrain,Yusuf A'Amer Al Sadi,2001,FALSE
Kuwait,Bashar Abdullah,2001,FALSE
Singapore,Noh Alam Shah,2001,FALSE
Saudi Arabia,Mohammad Al-Shalhoub,2001,FALSE
Saudi Arabia,Obeid Al-Dosari,2001,FALSE
Saudi Arabia,Mohammad Al-Shalhoub,2001,FALSE
Saudi Arabia,Hussein Abdulghani,2001,FALSE
Saudi Arabia,Hussein Abdulghani,2001,FALSE
Saudi Arabia,Marzouk Al-Otaibi,2001,FALSE
Kuwait,Ali Asel,2001,FALSE
Kuwait,Jasem Al-Huwaidi,2001,FALSE
Kuwait,Khalaf Al-Mutairi,2001,FALSE
Bahrain,Yusuf A'Amer Al Sadi,2001,FALSE
Bahrain,Yusuf A'Amer Al Sadi,2001,FALSE
Singapore,Mohd Noor Ali,2001,FALSE
Vietnam,Nguy ¯?n H ¯?ng S’­n,2001,FALSE
Saudi Arabia,Talal Al-Meshal,2001,FALSE
Saudi Arabia,Sami Al-Jaber,2001,FALSE
Saudi Arabia,Talal Al-Meshal,2001,FALSE
Bangladesh,Alfaz Ahmed,2001,FALSE
Bangladesh,Alfaz Ahmed,2001,FALSE
Bangladesh,Rokonuzzaman Kanchan,2001,FALSE
Saudi Arabia,Talal Al-Meshal,2001,FALSE
Saudi Arabia,Sami Al-Jaber,2001,FALSE
Saudi Arabia,Sami Al-Jaber,2001,FALSE
Saudi Arabia,Talal Al-Meshal,2001,FALSE
Saudi Arabia,Sami Al-Jaber,2001,FALSE
Vietnam,Nguy ¯?n VŽŸn S ¯û,2001,FALSE
Vietnam,Nguy ¯?n H ¯?ng S’­n,2001,FALSE
Vietnam,Nguy ¯?n Trung VŽ¸nh,2001,FALSE
Vietnam,Nguy ¯?n H ¯?ng S’­n,2001,FALSE
Saudi Arabia,Sami Al-Jaber,2001,FALSE
Saudi Arabia,Mohammad Al-Shalhoub,2001,FALSE
Saudi Arabia,Talal Al-Meshal,2001,FALSE
Saudi Arabia,Obeid Al-Dosari,2001,FALSE
Saudi Arabia,Mohammed Al-Khilaiwi,2001,FALSE
Saudi Arabia,Obeid Al-Dosari,2001,FALSE
Saudi Arabia,Mohsin Harthi,2001,FALSE
Saudi Arabia,Talal Al-Meshal,2001,FALSE
Saudi Arabia,Talal Al-Meshal,2001,FALSE
Saudi Arabia,Obeid Al-Dosari,2001,FALSE
Saudi Arabia,Obeid Al-Dosari,2001,FALSE
Saudi Arabia,Talal Al-Meshal,2001,FALSE
Vietnam,Nguy ¯?n L’ø’­ng PhÇ§c,2001,FALSE
Vietnam,Nguy ¯?n H ¯?ng S’­n,2001,FALSE
Vietnam,Nguy ¯?n H ¯?ng S’­n,2001,FALSE
Vietnam,Nguy ¯?n L’ø’­ng PhÇ§c,2001,FALSE
Mongolia,Bayarzorig Davaa,2001,FALSE
Bangladesh,Mohammed Sujan,2001,FALSE
Bangladesh,Mohammed Sujan,2001,FALSE
Mongolia,Boldyn Buman-Uchral,2001,FALSE
Saudi Arabia,Talal Al-Meshal,2001,FALSE
Saudi Arabia,Talal Al-Meshal,2001,FALSE
Saudi Arabia,Talal Al-Meshal,2001,FALSE
Saudi Arabia,Obeid Al-Dosari,2001,FALSE
Kuwait,Khalaf Al-Mutairi,2001,FALSE
Kyrgyzstan,Zamirbek Jumagulov,2001,FALSE
Bahrain,Mohamed Salmeen,2001,FALSE
Bahrain,Mohammad Hassan,2001,FALSE
Libya,Khalifa Khalifa,2001,FALSE
Togo,Moustapha Salifou,2001,FALSE
Libya,Khaled Elfallah,2001,FALSE
Togo,Komlan Amewou,2001,FALSE
Togo,Zanzan Atte-Oudeyi,2001,FALSE
Libya,Khaled Elfallah,2001,FALSE
Bahrain,Khamis Eid,2001,FALSE
Bahrain,Yusuf A'Amer Al Sadi,2001,FALSE
Zimbabwe,Peter Ndlovu,2001,FALSE
Zimbabwe,Peter Ndlovu,2001,FALSE
Burkina Faso,Moumouni Dagano,2001,FALSE
Kuwait,Jasem Al-Huwaidi,2001,FALSE
Kuwait,Faraj Laheeb,2001,FALSE
Namibia,Razundara Tjikuzu,2001,FALSE
Egypt,Ibrahim Said,2001,FALSE
Cameroon,Patrick M'Boma,2001,FALSE
Liberia,Zizi Roberts,2001,FALSE
South Africa,Phil Masinga,2001,FALSE
South Africa,Siyabonga Nomvethe,2001,FALSE
Malawi,Patrick Mabedi,2001,FALSE
Sudan,James Moga,2001,FALSE
Tunisia,Ali Zitouni,2001,FALSE
Tunisia,Ziad Jaziri,2001,FALSE
Tunisia,Maher Kanzari,2001,FALSE
Tunisia,Ziad Jaziri,2001,FALSE
Tunisia,Zoubeir Baya,2001,FALSE
Tunisia,Ali Zitouni,2001,FALSE
Bahrain,Mohamed Husain,2001,FALSE
Singapore,Rafi Ali,2001,FALSE
Kyrgyzstan,Ilia Kovalenko,2001,FALSE
Belgium,Yves Vanderhaeghe,2001,FALSE
Belgium,Ç?mile Mpenza,2001,FALSE
Belgium,Bart Goor,2001,FALSE
Belgium,Yves Vanderhaeghe,2001,FALSE
Belgium,Bart Goor,2001,FALSE
Belgium,Walter Baseggio,2001,FALSE
Belgium,Marc Wilmots,2001,FALSE
Belgium,Bob Peeters,2001,FALSE
Belgium,Bob Peeters,2001,FALSE
Belgium,Bob Peeters,2001,FALSE
San Marino,Andy Selva,2001,FALSE
Honduras,Jose¸ Luis Pineda,2001,FALSE
Costa Rica,Rolando Fonseca,2001,FALSE
Honduras,Milton NÇ§Çñez,2001,FALSE
Costa Rica,Rodrigo Cordero,2001,FALSE
Jamaica,Tyrone Marshall,2001,FALSE
Portugal,LuÇðs Figo,2001,FALSE
Portugal,Pauleta,2001,FALSE
Portugal,LuÇðs Figo,2001,FALSE
United States,Josh Wolff,2001,FALSE
United States,Earnie Stewart,2001,FALSE
Palestine,Emad Ayoub,2001,FALSE
Hong Kong,Chan Ho Man,2001,FALSE
Malaysia,Rosdi Talib,2001,FALSE
Qatar,Mohammed Salem Al-Enazi,2001,FALSE
Qatar,Mohammed Salem Al-Enazi,2001,FALSE
Qatar,Mubarak Mustafa,2001,FALSE
Qatar,Mohammed Salem Al-Enazi,2001,FALSE
Qatar,Jassem Al-Tamimi,2001,FALSE
Malaysia,Akmal Rizal Ahmad Rakhli,2001,FALSE
Malaysia,Akmal Rizal Ahmad Rakhli,2001,FALSE
Qatar,Dahi Al Naemi,2001,FALSE
Palestine,Emad Ayoub,2001,FALSE
Qatar,Mubarak Mustafa,2001,FALSE
Ivory Coast,Tchiressoua Guel,2001,FALSE
Ivory Coast,Ibrahima Bakayoko,2001,FALSE
DR Congo,Papy Okitankoy Kimoto,2001,FALSE
Senegal,El Hadji Diouf,2001,FALSE
Senegal,El Hadji Diouf,2001,FALSE
Senegal,El Hadji Diouf,2001,FALSE
Senegal,Henri Camara,2001,FALSE
Sudan,James Moga,2001,FALSE
Sudan,Khalid Bakhit,2001,FALSE
Zambia,Jones Mwewa,2001,FALSE
Zambia,Charles Lota,2001,FALSE
Egypt,Mohamed Barakat,2001,FALSE
Algeria,Abdelhafid Tasfaout,2001,FALSE
Egypt,Abdel Sattar Sabry,2001,FALSE
Algeria,Ali MeÇõabih,2001,FALSE
Egypt,Abdel-Zaher El-Saqqa,2001,FALSE
Egypt,Tarek El-Said,2001,FALSE
Egypt,Tarek El-Said,2001,FALSE
Qatar,Mohammed Salem Al-Enazi,2001,FALSE
Qatar,Feng Ji-zhi,2001,TRUE
Palestine,Mohammed Al-Jaish,2001,FALSE
Togo,Sherif TourÇ¸ Coubageat,2001,FALSE
Angola,AkwÇ­,2001,FALSE
Zimbabwe,Benjani Mwaruwari,2001,FALSE
Zimbabwe,Edzai Kasinauyo,2001,FALSE
Palestine,Fadi Lafi,2001,FALSE
Hong Kong,Feng Ji-zhi,2001,FALSE
Hong Kong,Keung He-chi,2001,FALSE
Malaysia,Hairuddin Omar,2001,FALSE
Qatar,Mohammed Salem Al-Enazi,2001,FALSE
Palestine,Emad Ayoub,2001,FALSE
Qatar,Abdul-Aziz Hassan,2001,FALSE
Netherlands,Patrick Kluivert,2001,FALSE
Netherlands,Jimmy Floyd Hasselbaink,2001,FALSE
Netherlands,Pierre van Hooijdonk,2001,FALSE
Netherlands,Pierre van Hooijdonk,2001,FALSE
Netherlands,Mark van Bommel,2001,FALSE
Armenia,Arthur Minasyan,2001,FALSE
Wales,John Hartson,2001,FALSE
Wales,John Hartson,2001,FALSE
Armenia,Andrey Movsisyan,2001,FALSE
Bosnia and Herzegovina,Sergej Barbarez,2001,FALSE
Austria,Michael Baur,2001,FALSE
Iceland,Hermann HreiÇøarsson,2001,FALSE
Bulgaria,Krassimir Chomakov,2001,FALSE
Bulgaria,Dimitar Berbatov,2001,FALSE
Croatia,Bo­ko Balaban,2001,FALSE
Croatia,Bo­ko Balaban,2001,FALSE
Croatia,Bo­ko Balaban,2001,FALSE
Latvia,Andrejs ÿtolcers,2001,FALSE
Croatia,Davor Vugrinec,2001,FALSE
Republic of Ireland,Roy Keane,2001,FALSE
Republic of Ireland,Ian Harte,2001,FALSE
Republic of Ireland,Gary Kelly,2001,FALSE
Republic of Ireland,Roy Keane,2001,FALSE
Finland,Aki Riihilahti,2001,FALSE
England,Michael Owen,2001,FALSE
England,David Beckham,2001,FALSE
Germany,Sebastian Deisler,2001,FALSE
Albania,Bledar Kola,2001,FALSE
Germany,Miroslav Klose,2001,FALSE
Hungary,Vilmos Seb?k,2001,FALSE
Lithuania,Tomas Raóanauskas,2001,FALSE
Faroe Islands,Christian HÇ÷gni Jacobsen,2001,FALSE
Faroe Islands,Kurt MÇ÷rkÇ÷re,2001,FALSE
Denmark,Ebbe Sand,2001,FALSE
Denmark,Jan Heintze,2001,FALSE
Denmark,Ebbe Sand,2001,FALSE
Denmark,Claus Jensen,2001,FALSE
Denmark,Ebbe Sand,2001,FALSE
Czech Republic,Pavel NedvŽ?d,2001,FALSE
Poland,Emmanuel Olisadebe,2001,FALSE
Poland,Emmanuel Olisadebe,2001,FALSE
Norway,John Carew,2001,FALSE
Norway,Ole Gunnar SolskjÇÝr,2001,FALSE
Poland,Bartosz Karwan,2001,FALSE
Italy,Filippo Inzaghi,2001,FALSE
Italy,Filippo Inzaghi,2001,FALSE
Russia,Dmitri Khokhlov,2001,FALSE
Slovenia,Aleksander Knavs,2001,FALSE
Scotland,Billy Dodds,2001,FALSE
Scotland,Billy Dodds,2001,FALSE
Belgium,Marc Wilmots,2001,FALSE
Belgium,Daniel Van Buyten,2001,FALSE
Serbia,Sini­a MihajloviŽ?,2001,FALSE
Switzerland,StÇ¸phane Chapuisat,2001,FALSE
Spain,IvÇ­n Helguera,2001,FALSE
Spain,Gaizka Mendieta,2001,FALSE
Spain,Fernando Hierro,2001,FALSE
Spain,RaÇ§l,2001,FALSE
Spain,Gaizka Mendieta,2001,FALSE
Sweden,Anders Svensson,2001,FALSE
Turkey,Hakan Sukur,2001,FALSE
Slovakia,RÇübert Tomaschek,2001,FALSE
Costa Rica,Steven Bryce,2001,FALSE
Costa Rica,Paulo Wanchope,2001,FALSE
Costa Rica,Paulo Wanchope,2001,FALSE
Palestine,Emad Ayoub,2001,FALSE
Malaysia,Akmal Rizal Ahmad Rakhli,2001,FALSE
Palestine,Jamal Al-Holi,2001,FALSE
Malaysia,Hairuddin Omar,2001,FALSE
Malaysia,Irwan Fadzli Idrus,2001,FALSE
Malaysia,Akmal Rizal Ahmad Rakhli,2001,FALSE
Palestine,Mohammed Al-Jaish,2001,FALSE
Mexico,Antonio de Nigris,2001,FALSE
Mexico,Antonio de Nigris,2001,FALSE
Mexico,Jared Borgetti,2001,FALSE
Mexico,Jared Borgetti,2001,FALSE
Qatar,Dahi Al Naemi,2001,FALSE
Qatar,Meshal Mubarak,2001,FALSE
Qatar,Jassem Al-Tamimi,2001,FALSE
Colombia,Juan Pablo Çngel,2001,FALSE
Colombia,Juan Pablo Çngel,2001,FALSE
Peru,Flavio Maestri,2001,FALSE
Chile,Reinaldo Navia,2001,FALSE
Peru,Andre¸s Mendoza,2001,FALSE
Peru,Claudio Pizarro,2001,FALSE
England,Michael Owen,2001,FALSE
England,Paul Scholes,2001,FALSE
Albania,Altin Rraklli,2001,FALSE
England,Andy Cole,2001,FALSE
Republic of Ireland,Ian Harte,2001,FALSE
Republic of Ireland,Kevin Kilbane,2001,FALSE
Republic of Ireland,Matt Holland,2001,FALSE
Argentina,HernÇ­n Crespo,2001,FALSE
Argentina,Juan Pablo SorÇðn,2001,FALSE
Argentina,Juan SebastiÇ­n VerÇün,2001,FALSE
Argentina,Marcelo Gallardo,2001,FALSE
Argentina,Walter Samuel,2001,FALSE
Israel,Michael Baur,2001,TRUE
Austria,Michael Baur,2001,FALSE
Austria,Andreas Herzog,2001,FALSE
Belarus,Alexander Khatskevich,2001,FALSE
Norway,Ole Gunnar SolskjÇÝr,2001,FALSE
Belarus,Raman Vasilyuk,2001,FALSE
Bulgaria,Krasimir Balakov,2001,FALSE
Northern Ireland,Mark Williams,2001,FALSE
Bulgaria,Martin Petrov,2001,FALSE
Bulgaria,Krassimir Chomakov,2001,FALSE
Bulgaria,Martin Petrov,2001,FALSE
Northern Ireland,Stuart Elliott,2001,FALSE
Northern Ireland,David Healy,2001,FALSE
Cyprus,Michalis Konstantinou,2001,FALSE
Cyprus,Ioannis Okkas,2001,FALSE
Estonia,Marko Kristal,2001,FALSE
Estonia,Raio Piiroja,2001,FALSE
Ecuador,AgustÇðn Delgado,2001,FALSE
Romania,Dorinel Munteanu,2001,FALSE
